worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year
5335,Uttar Pradesh,Female,Widowed,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,50,28798,2708
5336,Andhra Pradesh,Male,Unmarried,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,22,52705,2482
5337,Uttar Pradesh,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),regular_informal,private_firm,21,48308,2922
5338,Kerala,Male,Married,Hindu,Forward caste,Urban,Secondary (10-11),casual_daily,private_individual,51,173340,2853
5339,Karnataka,Male,Separated/Divorced,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,37,8298,1711
5340,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,22,58257,2976
5341,West Bengal,Female,Unmarried,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,other_govt_program,31,172979,2902
5342,Karnataka,Female,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,other,49,19022,907
5343,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,private_firm,43,41074,2916
5344,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,27,42896,2936
5345,Himachal Pradesh,Female,Married,Hindu,Brahmin,Rural,Post-graduate (16+),casual_daily,private_firm,25,1448,557
5346,Uttarakhand,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,18,73433,2684
5347,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),regular_informal,other_govt_program,45,44697,3034
5348,Goa,Male,Married,Jain,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,50,235623,2808
5349,Odisha,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,25,15638,1131
5350,Rajasthan,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,60,2915,1026
5351,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),casual_daily,private_firm,32,78043,2357
5352,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Graduate (15),casual_daily,private_individual,32,69709,1984
5353,Punjab,Female,Married,Sikh,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,other_govt_program,28,49906,2334
5354,Karnataka,Female,Widowed,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,other,47,18468,2456
5355,Karnataka,Female,Widowed,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,61,12477,1633
5356,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_firm,47,72504,2980
5357,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,49,202137,2277
5358,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,mgnrega,27,4732,441
5359,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),short_term_contract,private_individual,50,25348,2613
5360,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,45,22781,1576
5361,Chhattisgarh,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,25,7156,2077
5362,Karnataka,Male,Married,Hindu,OBC,Urban,Middle (6-9),short_term_contract,private_individual,25,89872,2513
5363,West Bengal,Male,Married,Hindu,Muslim,Urban,Middle (6-9),casual_daily,private_individual,35,39141,3720
5364,Meghalaya,Male,Unmarried,Tribal,Adivasi (ST),Rural,Higher Sec (12-14),casual_daily,mgnrega,18,2171,16
5365,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),short_term_contract,private_individual,36,75443,2924
5366,West Bengal,Male,Married,Hindu,Forward caste,Rural,Primary (5),casual_daily,private_individual,22,20363,1629
5367,Jammu & Kashmir,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,46,81195,1869
5368,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,private_individual,41,63728,1426
5369,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,54,70890,1680
5370,Rajasthan,Male,Unmarried,Hindu,OBC,Rural,Primary (5),regular_informal,private_individual,19,24119,2101
5371,Andhra Pradesh,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),regular_informal,private_firm,45,68098,2941
5372,Andhra Pradesh,Male,Unmarried,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,other,19,13697,1841
5373,Odisha,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_individual,25,17335,1505
5374,Karnataka,Female,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,27,53567,2964
5375,Mizoram,Male,Unmarried,Christian,Adivasi (ST),Urban,Graduate (15),short_term_contract,private_firm,26,39487,2946
5376,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,33,42218,2111
5377,Maharashtra,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,28,191442,3031
5378,Karnataka,Male,Married,Jain,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,private_individual,35,74945,2085
5379,West Bengal,Male,Married,Muslim,Muslim,Urban,Secondary (10-11),regular_informal,private_firm,30,67680,1758
5380,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),short_term_contract,private_individual,23,20945,2077
5381,Jharkhand,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,41,149590,2888
5382,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,27,57006,3759
5383,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,other,32,20349,1171
5384,Gujarat,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_piecework,private_individual,28,17921,987
5385,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,49,4626,613
5386,West Bengal,Female,Married,Muslim,Muslim,Urban,1-4 yrs,casual_piecework,private_individual,46,49183,1523
5387,Maharashtra,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),regular_informal,private_individual,48,40885,1946
5388,Karnataka,Female,Widowed,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_piecework,private_individual,51,3723,593
5389,Jharkhand,Male,Married,Other,Adivasi (ST),Urban,Primary (5),casual_daily,private_individual,38,35170,2814
5390,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,26,5434,981
5391,Bihar,Male,Unmarried,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_firm,19,18334,422
5392,Mizoram,Male,Married,Christian,Adivasi (ST),Rural,Middle (6-9),casual_daily,other,25,38704,1555
5393,Madhya Pradesh,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,59,1706,297
5394,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,23,42983,2391
5395,Punjab,Female,Married,Sikh,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,20,62062,1360
5396,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,short_term_contract,private_individual,42,4486,1023
5397,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,24,43906,1295
5398,Karnataka,Female,Married,Hindu,Forward caste,Urban,Middle (6-9),casual_piecework,private_firm,62,159571,2347
5399,Jammu & Kashmir,Male,Married,Muslim,Muslim,Rural,Middle (6-9),casual_daily,mgnrega,26,2931,1454
5400,West Bengal,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,45,45823,2981
5401,Maharashtra,Male,Married,Christian,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,20,6194,214
5402,Tamil Nadu,Female,Married,Hindu,Brahmin,Urban,Graduate (15),casual_daily,private_individual,37,13623,1065
5403,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Higher Sec (12-14),regular_informal,mgnrega,42,26882,1838
5404,Andhra Pradesh,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,24,71571,1580
5405,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,53,118747,2908
5406,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,mgnrega,36,70,962
5407,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_firm,24,48598,2967
5408,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),regular_informal,private_individual,27,15433,1096
5409,Jharkhand,Male,Married,Tribal,Adivasi (ST),Urban,Middle (6-9),casual_daily,private_individual,26,44294,2513
5410,Madhya Pradesh,Female,Married,Hindu,OBC,Rural,Higher Sec (12-14),casual_daily,private_individual,22,70,470
5411,Tripura,Male,Married,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,45,18973,1674
5412,Chhattisgarh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,22,25154,1814
5413,Andhra Pradesh,Male,Married,Sikh,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_firm,41,51273,2830
5414,Jharkhand,Female,Married,Tribal,Adivasi (ST),Rural,Graduate (15),regular_informal,private_firm,45,98866,2975
5415,Uttar Pradesh,Male,Unmarried,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,45,50187,754
5416,Tamil Nadu,Male,Married,Christian,Christian/Sikh/Jain,Rural,Graduate (15),regular_informal,other,27,79128,2493
5417,Kerala,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,private_individual,52,121728,2581
5418,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Urban,Primary (5),regular_informal,private_individual,41,76433,3285
5419,Gujarat,Male,Married,Hindu,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_firm,59,19245,1793
5420,Karnataka,Female,Married,Christian,Muslim,Urban,1-4 yrs,regular_informal,private_individual,49,20489,2904
5421,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,short_term_contract,private_individual,27,17763,1534
5422,West Bengal,Female,Widowed,Muslim,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,51,13125,1620
5423,West Bengal,Male,Unmarried,Hindu,OBC,Urban,Higher Sec (12-14),short_term_contract,private_individual,18,8654,411
5424,Odisha,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_firm,45,51020,2167
5425,Delhi,Male,Married,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_individual,41,24545,2873
5426,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,39,63481,2009
5427,Assam,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,26,66528,2515
5428,Odisha,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,28,40016,1855
5429,Chhattisgarh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,mgnrega,23,4535,295
5430,Bihar,Female,Married,Hindu,Adivasi (ST),Urban,Primary (5),casual_piecework,private_individual,47,2478,171
5431,Odisha,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,34,17357,1428
5432,Rajasthan,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,45,71856,2244
5433,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,26,47363,2575
5434,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,25,9065,1036
5435,Jharkhand,Male,Married,Hindu,Muslim,Rural,Primary (5),casual_daily,private_individual,39,71665,2883
5436,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,50,33830,1849
5437,Uttar Pradesh,Female,Separated/Divorced,Hindu,OBC,Urban,Primary (5),casual_daily,other_govt_program,21,9310,1016
5438,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,44,52800,2118
5439,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,27,4827,1607
5440,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,20,15941,2716
5441,Uttar Pradesh,Male,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_firm,26,46516,1918
5442,Odisha,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,mgnrega,60,18575,804
5443,Tripura,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,35,67826,2379
5444,Kerala,Male,Unmarried,Muslim,Muslim,Rural,Secondary (10-11),casual_daily,private_individual,20,76199,1499
5445,Gujarat,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),short_term_contract,private_firm,25,33974,1888
5446,Bihar,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,34,16312,1511
5447,Kerala,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,52,68834,1088
5448,Rajasthan,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,24,4816,201
5449,Tamil Nadu,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,32,4434,2665
5450,Rajasthan,Male,Unmarried,Hindu,Forward caste,Rural,Middle (6-9),regular_informal,private_firm,20,8951,1545
5451,Tamil Nadu,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_firm,45,71326,891
5452,Arunachal Pradesh,Female,Married,Christian,Adivasi (ST),Rural,Primary (5),casual_daily,mgnrega,62,12055,2263
5453,Haryana,Male,Married,Hindu,Brahmin,Urban,Higher Sec (12-14),regular_informal,other,46,39979,2861
5454,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,short_term_contract,private_individual,36,74608,2913
5455,West Bengal,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),regular_informal,other_govt_program,27,51297,2917
5456,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,52,25159,1874
5457,Tamil Nadu,Female,Widowed,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,41,32366,1685
5458,Rajasthan,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,24,67194,2362
5459,Gujarat,Male,Unmarried,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,23,51474,2253
5460,Maharashtra,Male,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_firm,29,176206,2419
5461,Rajasthan,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,27,47436,1667
5462,West Bengal,Male,Married,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,other_govt_program,39,51099,2838
5463,Tamil Nadu,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,47,70,560
5464,Gujarat,Male,Unmarried,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,22,8375,1577
5465,Kerala,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,50,40055,2120
5466,Kerala,Female,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_firm,46,52264,1822
5467,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,35,42336,2022
5468,Odisha,Male,Married,Hindu,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_individual,26,52120,2534
5469,Himachal Pradesh,Female,Separated/Divorced,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,other_govt_program,26,13259,1667
5470,Karnataka,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,45,51446,2551
5471,Karnataka,Male,Married,Hindu,Adivasi (ST),Urban,Middle (6-9),casual_daily,private_individual,53,44859,2337
5472,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,25,46653,2368
5473,Karnataka,Male,Separated/Divorced,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,23,9498,1814
5474,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),short_term_contract,other,32,71656,2891
5475,Jharkhand,Male,Married,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,46,48074,2623
5476,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,34,16984,1530
5477,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,other,27,75324,2935
5478,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,55,4914,1991
5479,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_piecework,mgnrega,59,7015,557
5480,Tamil Nadu,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,50,68751,2423
5481,Tamil Nadu,Male,Married,Muslim,OBC,Rural,Primary (5),casual_daily,private_individual,48,6544,878
5482,Odisha,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,27,19796,2905
5483,Chhattisgarh,Male,Married,Hindu,OBC,Urban,Graduate (15),regular_informal,private_individual,35,72342,2409
5484,Karnataka,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,49,73609,2949
5485,Dadra & Nagar Haveli,Female,Married,Christian,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,45,73885,2253
5486,Odisha,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,24,42707,1694
5487,West Bengal,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,mgnrega,50,29180,1029
5488,Bihar,Male,Married,Muslim,Muslim,Urban,Primary (5),regular_informal,private_individual,21,71961,2252
5489,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,22,3663,1284
5490,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),regular_informal,other_govt_program,39,54042,3728
5491,Assam,Male,Unmarried,Muslim,Muslim,Urban,Secondary (10-11),casual_daily,private_firm,23,92392,2462
5492,Rajasthan,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,50,41225,1603
5493,Punjab,Male,Unmarried,Hindu,OBC,Urban,Higher Sec (12-14),regular_informal,private_individual,23,48593,2995
5494,Tamil Nadu,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,mgnrega,63,1374,1612
5495,Assam,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,other,30,7254,717
5496,Odisha,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,44,46073,3603
5497,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,24,4793,458
5498,Tamil Nadu,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,other,20,18415,2005
5499,Mizoram,Male,Married,Christian,Adivasi (ST),Urban,Primary (5),casual_daily,private_individual,24,32105,1502
5500,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,35,5045,877
5501,West Bengal,Male,Unmarried,Hindu,Forward caste,Rural,Graduate (15),regular_informal,private_firm,26,37435,2241
5502,Karnataka,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,27,24274,2596
5503,Meghalaya,Male,Married,Other,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,20,15340,313
5504,Delhi,Male,Unmarried,Christian,Christian/Sikh/Jain,Urban,Secondary (10-11),regular_informal,private_individual,39,79685,2901
5505,Odisha,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_piecework,private_individual,19,35330,1591
5506,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,28,52796,1826
5507,Delhi,Male,Married,Hindu,Brahmin,Urban,Higher Sec (12-14),regular_informal,private_firm,28,77490,2880
5508,Karnataka,Female,Unmarried,Jain,Christian/Sikh/Jain,Urban,Higher Sec (12-14),regular_informal,private_firm,56,35379,2219
5509,Uttar Pradesh,Female,Widowed,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,18,2822,495
5510,Gujarat,Female,Married,Hindu,Brahmin,Urban,Higher Sec (12-14),short_term_contract,private_firm,46,13650,2802
